Gender,Age,Height,Weight,BMR,Calories
1,23,163,68,1422.75,1707.298
0,23,168,80,1740,2697
0,23,160,93,1820,2184
0,22,178,86,1867.5,2567.818
0,22,160,116,2055,2466
0,22,180,76,1780,3381.997
1,18,165,45,1230.25,1476.302
0,26,165,47,1376.25,1651.502
1,27,163,45,1172.75,1407.298
1,38,160,79,1439,1726.8
0,29,157,88,1721.25,2065.502
0,23,168,69,1630,3096.997
1,20,157,90,1620.25,1944.302
1,23,157,63,1335.25,1602.302
1,18,160,45,1199,1438.8
1,43,142,108,1591.5,1909.8
1,21,132,47,1029,1234.8
1,26,152,57,1229,1474.8
1,22,163,46,1207.75,1660.655
0,22,180,78,1800,2160
0,27,170,115,2082.5,2499
0,24,165,66,1576.25,2443.188
0,23,170,101,1962.5,2355
0,23,140,69,1455,2000.628
1,21,173,60,1415.25,1945.97
1,21,140,76,1369,1642.8
0,24,168,77,1705,2344.378
0,23,163,58,1488.75,1786.498
0,36,157,90,1706.25,2047.502
1,40,163,48,1137.75,1564.407
0,21,168,62,1570,2982.997
1,21,145,62,1260.25,1512.302
0,23,173,108,2051.25,2461.502
1,21,170,45,1246.5,1495.8
1,33,160,42,1094,1312.8
1,40,155,43,1037.75,1245.298
0,21,165,64,1571.25,2160.472
1,20,165,61,1380.25,2622.476
0,20,173,65,1636.25,3108.873
1,23,155,63,1322.75,1587.298
0,25,157,108,1941.25,2329.502
1,30,152,72,1359,1630.8
1,24,150,59,1246.5,1713.935
1,26,160,46,1169,1402.8
0,58,165,50,1246.25,1495.502
1,22,160,60,1329,1827.372
1,38,157,44,1070.25,1284.302
1,25,147,50,1132.75,1359.298
0,22,163,103,1943.75,2332.498
0,27,165,83,1731.25,2380.469
1,25,157,93,1625.25,1950.302
0,22,163,40,1313.75,1576.498
0,47,188,105,1995,2394
1,25,152,99,1654,1984.8
1,28,145,85,1455.25,1746.302
0,22,155,113,1993.75,2392.498
1,22,157,78,1490.25,1788.302
0,28,175,122,2178.75,2614.498
1,22,157,75,1460.25,1752.302
1,22,157,70,1410.25,2679.476
0,22,173,82,1796.25,2469.84
1,50,157,78,1350.25,1620.302
1,47,157,68,1265.25,1518.302
0,23,165,49,1411.25,1693.502
0,25,165,84,1751.25,2407.97
1,32,152,46,1089,1497.372
1,22,147,92,1567.75,1881.298
0,24,175,87,1848.75,2542.03
1,43,140,50,999,1373.619
1,39,160,80,1444,1732.8
0,23,183,85,1883.75,3249.472
0,20,168,50,1455,1746
0,26,168,95,1875,2250
0,30,163,80,1673.75,2008.498
1,21,157,69,1405.25,1932.215
0,27,178,98,1962.5,2355
1,22,160,47,1199,1438.8
0,30,170,98,1897.5,2277
0,28,168,86,1775,2440.622
0,26,168,65,1575,1890
0,23,157,70,1571.25,2435.437
1,24,155,65,1337.75,1605.298
1,32,142,94,1506.5,1807.8
1,25,163,77,1502.75,1803.298
0,29,168,89,1800,2160
0,22,163,40,1313.75,1576.498
1,21,150,68,1351.5,1621.8
0,23,160,70,1590,1908
0,25,170,90,1842.5,2533.44
1,25,145,93,1550.25,1860.302
1,27,155,76,1432.75,1719.298
0,24,165,116,2076.25,2491.502
0,22,183,92,1958.75,2693.28
1,25,160,76,1474,2284.705
0,35,170,50,1392.5,1671
1,19,157,69,1415.25,2193.637
0,21,178,69,1702.5,2043
1,28,145,93,1535.25,1842.302
0,23,170,69,1642.5,1971
1,43,155,70,1292.75,1777.531
1,18,163,47,1237.75,1701.902
0,26,170,51,1447.5,1737
1,32,157,97,1630.25,2241.596
0,21,175,72,1713.75,3256.13
0,24,160,109,1975,2370
1,25,163,84,1572.75,2437.763
1,22,160,63,1359,1630.8
1,22,157,40,1110.25,1526.59
0,25,165,97,1881.25,2257.502
0,21,155,100,1868.75,2242.498
0,22,168,63,1575,2441.247
1,32,163,41,1107.75,1329.298
1,20,163,50,1257.75,1509.298
0,24,178,74,1737.5,2085
1,46,157,64,1230.25,2337.476
1,28,145,97,1575.25,1890.302
1,22,155,43,1127.75,1550.661
0,25,163,99,1888.75,2266.498
0,33,155,87,1678.75,2014.498
0,37,157,114,1941.25,2329.502
0,23,175,80,1783.75,2764.812
0,30,163,82,1693.75,2032.498
1,43,152,99,1564,1876.8
0,22,165,63,1556.25,1867.502
0,23,173,71,1681.25,2900.16
0,22,168,49,1435,1722
0,24,173,78,1746.25,2095.502
0,27,170,105,1982.5,2379
0,46,163,103,1823.75,2188.498
0,22,157,97,1846.25,2215.502
0,30,168,50,1405,1686
0,21,160,47,1370,1644
0,23,168,67,1610,2495.499
0,23,163,116,2068.75,2482.498
1,23,157,50,1205.25,1446.302
0,29,168,102,1930,2316
1,35,152,40,1014,1216.8
0,42,163,68,1493.75,1792.498
1,26,165,58,1320.25,1815.339
0,26,160,110,1975,2370
1,36,160,46,1119,1342.8
1,29,145,88,1480.25,1776.302
1,31,155,73,1382.75,1659.298
0,21,130,56,1272.5,1527
0,21,160,42,1320,1584
0,31,168,51,1410,1692
0,22,168,110,2045,2454
0,21,165,80,1731.25,2077.502
0,33,163,49,1348.75,1618.498
0,23,165,75,1671.25,2590.44
0,22,168,105,1995,2394
1,24,168,81,1579,2171.127
0,23,163,44,1348.75,1618.498
0,22,157,117,2046.25,2455.502
0,22,163,67,1583.75,1900.498
1,24,160,65,1369,1642.8
0,20,173,114,2126.25,2551.502
1,38,152,65,1249,1498.8
0,25,165,40,1311.25,1573.502
0,22,168,68,1625,2234.375
0,15,183,95,2023.75,3136.812
0,23,170,91,1862.5,2886.873
0,22,170,53,1487.5,1785
1,32,155,43,1077.75,1293.298
0,26,178,90,1887.5,2265
1,23,170,56,1346.5,1615.8
0,22,163,71,1623.75,1948.498
0,24,163,120,2103.75,2524.498
0,23,173,68,1651.25,3137.375
0,22,173,74,1716.25,2059.502
0,28,168,52,1435,1722
1,22,163,67,1417.75,1701.298
1,21,157,46,1175.25,1410.302
0,31,155,87,1688.75,2026.498
1,22,165,52,1280.25,1536.302
1,40,157,45,1070.25,1284.302
0,27,185,105,2076.25,2854.837
0,22,170,62,1577.5,2721.182
0,23,165,82,1741.25,2089.502
1,23,152,51,1184,2249.603
0,23,170,70,1652.5,1983
0,23,180,74,1755,3334.498
1,23,157,41,1115.25,1338.302
1,21,168,45,1234,1480.8
0,23,173,58,1551.25,2132.967
0,22,175,75,1738.75,2999.342
0,26,180,134,2340,3217.502
0,23,165,82,1741.25,2394.215
0,24,165,45,1366.25,1639.502
0,39,152,90,1660,1992
0,29,175,76,1713.75,2056.498
1,56,142,77,1216.5,1459.8
0,23,165,93,1851.25,2221.502
0,26,170,93,1867.5,2241
1,28,155,62,1287.75,1770.658
0,20,163,75,1673.75,2301.41
1,54,152,75,1269,1522.8
1,18,150,54,1226.5,1471.8
0,23,180,135,2365,2838
1,25,160,60,1314,1576.8
0,26,168,85,1775,2440.622
0,26,173,53,1486.25,1783.502
1,30,168,79,1529,1834.8
1,22,152,54,1219,1462.8
1,23,165,103,1785.25,2142.298
0,24,178,91,1907.5,2289
0,22,173,54,1516.25,2350.188
1,22,155,76,1457.75,1749.298
0,28,165,64,1536.25,1843.502
0,20,168,70,1655,3144.501
0,24,165,56,1476.25,2029.837
0,25,165,50,1411.25,1693.502
0,22,168,51,1455,1746
1,25,137,44,1010.25,1919.47
0,22,163,56,1473.75,1768.498
0,28,163,104,1923.75,2308.498
0,24,168,52,1455,1746
0,22,168,80,1745,3315.505
0,16,178,80,1837.5,2205
0,22,157,120,2076.25,2491.502
1,22,160,66,1389,1909.87
1,22,157,43,1140.25,1368.302
1,21,157,60,1315.25,2038.643
1,36,152,99,1599,1918.8
1,57,152,61,1114,1336.8
1,28,152,57,1219,1462.8
0,21,175,60,1593.75,1912.498
1,40,157,90,1520.25,1824.302
0,21,170,53,1492.5,2313.372
0,23,168,52,1460,1752
0,25,178,68,1672.5,2299.684
0,28,168,98,1895,2274
0,24,160,114,2025,2430
0,22,180,84,1860,2557.502
0,21,168,54,1490,2048.756
1,59,157,69,1215.25,1458.302
0,24,165,62,1536.25,2381.185
0,19,178,77,1792.5,3405.753
0,29,173,99,1931.25,2317.502
0,21,170,52,1482.5,2038.44
1,36,142,81,1356.5,1627.8
0,22,180,79,1810,2488.75
0,21,170,66,1622.5,2230.941
1,20,163,45,1207.75,1449.298
0,21,168,48,1430,1716
1,27,157,99,1675.25,2010.302
1,36,163,41,1087.75,1305.298
0,24,180,64,1650,1980
0,20,168,65,1605,1926
0,27,160,90,1770,2124
1,23,160,65,1374,1648.8
0,67,173,73,1481.25,1777.502
1,26,155,66,1337.75,1605.298
0,16,170,77,1757.5,3339.244
1,22,157,54,1250.25,1500.302
0,21,165,73,1661.25,1993.502
0,34,165,103,1896.25,2275.502
0,22,163,43,1343.75,1612.498
0,27,157,83,1681.25,2017.502
0,29,170,90,1822.5,2505.935
1,19,157,54,1265.25,1518.302
1,22,160,59,1319,1813.622
1,21,145,68,1320.25,1584.302
1,17,173,63,1465.25,2014.717
1,21,155,42,1122.75,1740.265
0,23,175,72,1703.75,2044.498
0,25,165,110,2011.25,2413.502
1,22,170,51,1301.5,1789.56
0,22,157,112,1996.25,2395.502
0,25,160,104,1920,2304
1,26,145,89,1505.25,1806.302
1,49,157,110,1675.25,2010.302
0,27,160,66,1530,2103.753
1,30,152,41,1049,1258.8
0,25,165,70,1611.25,2215.469
1,24,163,42,1157.75,1389.298
0,25,163,98,1878.75,2254.498
1,33,142,75,1311.5,1573.8
0,37,155,93,1718.75,2062.498
0,54,160,68,1415,2193.248
1,21,163,50,1252.75,1503.298
0,22,170,70,1657.5,1989
0,20,155,100,1873.75,2248.498
0,24,165,50,1416.25,1699.502
0,25,173,51,1471.25,1765.502
1,58,157,75,1280.25,1536.302
0,30,168,51,1415,1698
0,20,173,92,1906.25,2287.502
1,40,160,43,1069,1282.8
1,29,145,58,1180.25,1622.843
0,21,173,80,1781.25,2137.502
0,22,165,46,1386.25,1663.502
0,23,165,63,1551.25,2947.378
0,32,168,50,1395,1674
1,24,155,61,1297.75,1784.404
0,16,165,71.6,1672.25,2299.345
0,21,165,62,1551.25,1861.502
1,26,155,86,1537.75,1845.298
0,27,157,89,1741.25,2089.502
0,23,170,106,2012.5,2415
1,41,135,51,987.75,1358.16
0,58,170,62,1397.5,2655.248
0,22,163,90,1813.75,2176.498
1,36,142,98,1526.5,1831.8
0,22,165,67,1596.25,1915.502
1,42,163,48,1127.75,1353.298
0,26,173,54,1496.25,1795.502
0,21,168,90,1850,2220
1,21,168,70,1484,1780.8
1,21,142,87,1491.5,1789.8
1,22,157,50,1210.25,1452.302
0,23,163,67,1578.75,2447.065
0,22,173,69,1666.25,1999.502
1,23,163,49,1232.75,1695.033
1,20,160,48,1219,1889.454
0,24,168,58,1515,1818
1,21,155,66,1362.75,1635.298
0,34,173,54,1456.25,1747.502
1,27,157,99,1675.25,2010.302
1,56,160,77,1329,1594.8
0,28,185,85,1871.25,2572.97
1,20,157,78,1500.25,2325.385
1,40,163,107,1727.75,2073.298
0,45,155,89,1638.75,1966.498
0,37,165,113,1981.25,2377.502
1,30,168,70,1439,1978.622
0,25,145,80,1586.25,1903.502
1,22,157,45,1160.25,1595.342
0,25,160,47,1350,1620
1,32,142,74,1306.5,1567.8
0,22,155,115,2013.75,2416.498
0,22,168,58,1525,1830
0,20,173,55,1536.25,2112.339
1,24,160,76,1479,2033.628
0,28,163,104,1923.75,2308.498
1,28,152,96,1609,1930.8
1,22,152,58,1259,1510.8
0,21,160,46,1360,1632
0,22,173,76,1736.25,2387.342
1,28,160,52,1219,1462.8
1,20,165,46,1230.25,1476.302
1,22,168,55,1329,2059.953
0,22,160,120,2095,2514
0,19,175,64,1643.75,3123.124
1,35,155,74,1372.75,1647.298
1,29,155,85,1512.75,1815.298
1,21,175,61,1437.75,1725.298
1,22,142,71,1326.5,1591.8
1,22,152,75,1429,1714.8
0,23,168,51,1450,1740
1,20,160,98,1719,2062.8
1,21,163,62,1372.75,1887.534
1,31,170,75,1496.5,1795.8
1,23,155,70,1392.75,1671.298
1,22,160,76,1489,2047.378
1,25,175,105,1857.75,2229.298
1,33,152,73,1354,1624.8
0,35,170,105,1942.5,2331
0,18,165,72,1666.25,2291.098
1,23,155,77,1462.75,1755.298
0,20,163,43,1353.75,1624.498
1,20,155,41,1117.75,1341.298
0,29,183,112,2123.75,3291.815
0,23,168,93,1870,2244
1,22,157,48,1190.25,1428.302
0,26,170,103,1967.5,2361
0,21,178,58,1592.5,2468.375
1,44,142,77,1276.5,1531.8
0,21,183,95,1993.75,2392.498
1,24,157,90,1600.25,1920.302
1,47,160,100,1604,1924.8
0,22,170,65,1607.5,2210.313
0,27,180,79,1785,2454.372
0,57,168,52,1290,1548
1,22,142,98,1596.5,1915.8
0,25,163,89,1788.75,2459.528
1,20,165,76,1530.25,2371.887
1,36,160,46,1119,1342.8
1,35,157,99,1635.25,1962.302
0,25,163,102,1918.75,2302.498
1,23,137,50,1080.25,1296.302
0,30,170,50,1417.5,1701
0,22,173,80,1776.25,2131.502
1,39,157,100,1625.25,1950.302
0,32,168,112,2015,2418
1,24,135,56,1122.75,1347.298
0,32,163,48,1343.75,1612.498
1,24,152,73,1399,1678.8
1,50,145,93,1425.25,1710.302
0,22,168,70,1645,1974
0,23,163,65,1558.75,2143.283
0,26,168,52,1445,1734
1,53,137,53,960.25,1152.302
0,22,160,56,1455,2000.628
0,22,157,66,1536.25,1843.502
1,35,155,78,1412.75,1695.298
0,20,157,92,1806.25,2167.502
0,30,173,52,1456.25,1747.502
1,23,163,66,1402.75,1683.298
0,30,163,70,1573.75,1888.498
1,21,165,80,1565.25,2152.221
0,21,152,97,1820,2184
1,22,160,51,1239,1486.8
1,22,152,67,1349,2090.95
0,23,168,95,1890,2598.753
1,23,152,64,1314,1576.8
1,20,163,47,1227.75,1473.298
0,24,157,118,2046.25,2455.502
0,24,170,70,1647.5,1977
0,22,170,75,1707.5,2049
0,18,165,41,1356.25,1627.502
0,20,175,69,1688.75,2913.095
0,22,165,47,1396.25,1675.502
0,24,163,44,1343.75,1612.498
0,23,165,65,1571.25,2160.472
0,23,175,80,1783.75,2140.498
0,23,168,100,1940,2328
1,20,165,70,1470.25,1764.302
1,19,157,54,1265.25,1518.302
1,42,140,72,1224,1468.8
1,21,160,73,1464,1756.8
0,56,163,50,1243.75,1492.498
0,35,175,109,2013.75,2416.498
0,23,173,70,1671.25,2005.502
0,24,165,83,1746.25,2095.502
0,22,168,80,1745,2094
1,58,145,73,1185.25,1422.302
0,24,178,95,1947.5,2677.812
0,26,168,105,1975,2370
0,26,175,109,2058.75,2470.498
1,22,157,80,1510.25,1812.302
0,30,173,98,1916.25,2299.502
0,35,157,87,1681.25,2017.502
0,24,165,109,2006.25,2407.502
0,22,163,119,2103.75,2524.498
1,22,137,50,1085.25,1302.302
1,25,163,46,1192.75,1431.298
1,26,163,49,1217.75,1461.298
1,23,152,48,1154,1384.8
0,40,180,82,1750,2100
1,33,160,77,1444,1732.8
1,20,157,45,1170.25,1404.302
0,23,168,96,1900,2612.495
1,27,155,94,1612.75,1935.298
1,21,163,83,1582.75,1899.298
1,31,152,86,1494,1792.8
0,26,168,64,1565,2973.505
1,25,160,46,1174,1408.8
1,25,152,76,1424,1708.8
0,25,173,91,1871.25,2245.502
1,58,142,59,1026.5,1411.44
1,49,140,57,1039,1246.8
1,21,168,60,1384,1902.997
0,46,170,90,1737.5,2693.127
0,22,170,61,1567.5,2703.935
0,29,165,85,1741.25,2089.502
1,41,152,63,1214,1669.25
0,22,170,76,1717.5,3263.251
0,22,152,98,1825,2190
0,55,165,42,1181.25,1417.502
0,23,165,65,1571.25,1885.502
1,21,152,55,1234,1480.8
1,22,160,47,1199,1438.8
1,24,160,53,1249,2373.099
0,22,185,84,1891.25,2269.502
1,23,160,77,1494,1792.8
0,29,165,84,1731.25,2380.469
0,22,163,58,1493.75,2315.313
1,28,152,55,1199,1438.8
0,23,178,83,1832.5,2199
1,21,155,53,1232.75,1910.76
1,24,155,78,1467.75,1761.298
0,21,168,79,1740,2088
0,24,168,84,1775,2130
0,23,160,112,2010,2412
0,22,168,90,1845,2214
0,23,168,60,1540,1848
1,28,173,55,1330.25,1596.302
0,25,165,50,1411.25,1693.502
0,17,175,80,1813.75,3128.723
0,24,183,74,1768.75,3360.625
0,29,168,94,1850,2543.756
1,22,160,55,1279,1534.8
1,43,157,110,1705.25,2046.302
1,50,165,110,1720.25,2064.298
1,28,152,52,1169,2221.105
1,21,157,45,1165.25,1398.302
1,23,157,50,1205.25,1446.302
0,28,152,81,1625,1950
1,48,142,80,1286.5,1543.8
0,23,163,102,1928.75,2314.498
0,25,163,109,1988.75,2386.498
0,32,168,50,1395,1674
1,56,152,72,1229,1474.8
1,22,160,58,1309,1570.8
1,23,163,68,1422.75,1707.298
0,48,160,90,1665,1998
0,21,152,95,1800,2160
1,29,145,95,1550.25,1860.302
0,23,157,74,1611.25,1933.502
0,23,173,76,1731.25,2380.469
0,48,173,82,1666.25,1999.502
0,28,155,85,1683.75,2020.498
0,25,157,88,1741.25,2089.502
0,22,180,138,2400,2880
0,62,165,96,1686.25,2023.502
1,20,135,52,1102.75,1323.298
0,39,165,101,1851.25,2221.502
0,30,173,82,1756.25,3336.873
0,28,155,88,1713.75,2056.498
1,22,142,95,1566.5,1879.8
0,23,173,77,1741.25,2089.502
0,23,170,98,1932.5,2995.378
1,21,155,49,1192.75,2266.225
0,28,175,72,1678.75,3189.625
0,22,170,58,1537.5,1845
1,21,173,55,1365.25,1638.302
0,21,168,60,1550,1860
0,23,168,94,1880,2256
0,24,170,90,1847.5,2540.313
0,28,165,78,1676.25,2598.182
1,23,160,65,1374,2129.702
0,22,180,134,2360,2832
1,22,152,54,1219,1462.8
1,19,168,46,1254,1504.8
1,29,140,57,1139,1566.124
0,25,160,77,1650,1980
0,22,163,75,1663.75,1996.498
0,24,168,68,1615,2503.254
0,23,170,67,1622.5,2230.941
0,39,157,88,1671.25,2005.502
1,25,168,47,1234,1480.8
1,43,142,79,1301.5,1561.8
1,23,178,60,1436.5,1723.8
1,20,137,56,1155.25,1386.302
1,29,173,66,1435.25,1722.302
0,20,163,45,1373.75,1648.498
1,23,170,74,1526.5,2366.073
0,23,160,90,1790,2148
1,23,160,90,1624,1948.8
0,23,170,80,1752.5,2103
1,16,155,55,1277.75,1533.298
0,23,168,75,1690,2323.75
0,23,165,59,1511.25,1813.502
1,23,152,68,1354,1624.8
1,30,150,68,1306.5,1796.437
1,22,150,55,1216.5,1459.8
1,37,147,59,1162.75,1598.785
0,24,173,102,1986.25,2731.092
0,28,175,122,2178.75,2614.498
0,22,157,108,1956.25,2347.502
1,25,155,65,1332.75,1832.528
0,31,168,50,1400,1680
0,22,173,100,1976.25,2717.342
1,23,160,60,1324,1588.8
0,22,178,73,1737.5,2389.059
0,39,165,106,1901.25,2281.502
0,20,165,71,1646.25,1975.502
0,39,155,87,1648.75,1978.498
0,39,168,99,1850,2220
0,19,180,58,1615,2785.87
0,28,178,80,1777.5,2444.065
0,25,168,70,1630,1956
0,28,170,96,1887.5,2595.31
1,56,152,71,1219,1462.8
1,21,155,48,1182.75,1419.298
0,22,183,79,1828.75,2194.498
1,22,152,56,1239,1486.8
0,23,163,68,1588.75,2184.534
0,25,163,68,1578.75,2170.779
0,24,165,48,1396.25,1675.502
0,22,163,79,1703.75,2044.498
0,33,170,102,1922.5,2307
1,22,168,101,1789,2146.8
1,22,157,45,1160.25,1595.342
1,50,140,73,1194,1432.8
1,20,168,48,1269,1522.8
0,49,157,88,1621.25,1945.502
1,60,155,79,1297.75,1557.298
0,52,178,92,1777.5,2133
1,21,157,74,1455.25,2255.64
0,24,165,49,1406.25,1687.502
1,32,140,80,1354,1624.8
0,23,175,82,1803.75,2164.498
1,32,157,76,1420.25,1704.302
1,23,157,57,1275.25,1530.302
1,25,160,65,1364,1636.8
1,37,160,46,1114,1336.8
0,29,168,91,1820,2502.501
1,21,163,45,1202.75,1443.298
0,28,173,125,2196.25,2635.502
0,52,168,50,1295,1554
1,29,152,100,1644,1972.8
1,21,160,55,1284,1540.8
1,23,163,48,1222.75,1467.298
1,26,155,89,1567.75,1881.298
1,22,170,48,1271.5,1525.8
1,37,155,100,1622.75,1947.298
0,21,170,76,1722.5,2368.44
0,22,160,50,1395,2650.498
0,25,160,85,1730,2076
1,27,152,94,1594,1912.8
1,48,145,99,1495.25,1794.302
0,24,180,65,1660,2573.003
0,23,165,73,1651.25,1981.502
0,23,163,107,1978.75,2374.498
1,31,142,81,1381.5,1657.8
0,25,165,50,1411.25,1693.502
0,26,168,135,2275,2730
0,23,173,56,1531.25,1837.502
0,21,170,64,1602.5,2203.44
1,22,163,51,1257.75,1509.298
1,24,137,55,1125.25,1350.302
0,24,180,85,1860,2232
1,23,157,48,1185.25,1422.302
1,21,163,60,1352.75,1623.298
0,23,178,60,1602.5,1923
1,20,155,56,1267.75,1743.157
1,22,160,60,1329,1594.8
1,30,170,65,1401.5,1681.8
0,24,175,82,1798.75,2788.059
0,22,173,75,1726.25,2071.502
1,25,168,92,1684,2020.8
1,22,155,49,1187.75,2256.724
1,23,155,67,1362.75,1635.298
1,36,140,86,1394,1672.8
1,30,152,95,1589,1906.8
0,22,165,98,1906.25,2287.502
1,23,155,42,1112.75,1335.298
1,23,160,90,1624,1948.8
0,24,168,116,2095,2514
0,24,163,110,2003.75,2404.498
0,22,163,55,1463.75,1756.498
0,22,175,65,1638.75,2253.277
0,25,173,54,1501.25,1801.502
1,39,137,80,1300.25,1560.302
0,25,168,50,1430,1716
0,21,168,76,1710,2052
1,22,163,50,1247.75,1715.661
0,21,175,80,1793.75,3094.221
0,21,178,72,1732.5,2079
1,24,152,65,1319,1582.8
0,22,168,66,1605,2487.753
0,24,165,70,1616.25,3070.87
1,22,170,70,1491.5,2311.825
0,27,175,116,2123.75,2548.498
1,23,152,43,1104,1324.8
0,22,175,60,1588.75,2462.557
1,21,142,55,1171.5,1610.818
1,22,152,50,1179,1414.8
0,20,168,70,1655,1986
0,23,170,56,1512.5,1815
1,28,157,95,1630.25,1956.302
1,29,168,108,1824,2188.8
1,30,140,85,1414,1696.8
1,28,157,76,1440.25,1728.302
0,28,175,82,1778.75,2445.782
0,25,168,95,1880,2256
0,30,175,107,2018.75,2775.782
0,22,178,89,1897.5,2609.065
0,21,173,51,1491.25,1789.502
0,29,155,108,1908.75,2290.498
0,25,155,103,1878.75,2254.498
0,40,157,90,1686.25,2023.502
0,21,173,110,2081.25,2497.502
1,24,152,54,1209,1873.953
0,24,170,81,1757.5,3339.244
0,35,163,111,1958.75,2350.498
1,22,155,95,1647.75,2265.658
0,23,165,109,2011.25,2413.502
0,30,165,98,1866.25,2239.502
1,46,147,72,1247.75,1497.298
0,26,173,93,1886.25,2923.684
1,49,157,68,1255.25,1506.302
0,21,175,75,1743.75,3313.13
1,20,155,54,1247.75,1497.298
0,18,165,112,2066.25,2479.502
0,34,165,50,1366.25,1639.502
0,25,183,68,1703.75,2044.498
1,24,157,72,1420.25,1704.302
1,21,157,58,1295.25,2460.972
0,28,173,90,1846.25,2538.596
0,26,175,108,2048.75,2458.498
0,23,168,92,1860,2557.502
0,20,163,68,1603.75,2205.157
0,52,168,50,1295,1554
0,27,165,72,1621.25,1945.502
0,21,170,85,1812.5,2492.185
1,25,157,75,1445.25,1734.302
1,16,152,48,1189,1426.8
1,22,170,58,1371.5,1645.8
0,27,180,109,2085,2866.87
1,45,142,57,1071.5,1473.31
0,23,178,110,2102.5,3626.818
0,24,178,126,2257.5,2709
1,20,163,49,1247.75,1497.298
1,29,152,76,1404,1684.8
0,46,168,52,1345,1614
1,35,155,77,1402.75,1683.298
1,20,163,63,1387.75,1908.157
1,27,152,74,1394,1672.8
0,22,160,108,1975,2370
0,34,160,96,1795,2154
1,23,140,72,1319,1582.8
0,27,170,51,1442.5,1731
1,28,145,87,1475.25,1770.302
0,23,168,74,1680,2604
1,22,160,63,1359,1630.8
0,25,173,73,1691.25,2029.502
0,25,157,89,1751.25,2101.502
1,21,147,40,1052.75,1447.531
0,23,175,66,1643.75,2260.163
1,21,155,56,1262.75,1515.298
0,21,165,56,1491.25,1789.502
0,22,168,56,1505,1806
0,43,178,90,1802.5,2478.443
0,23,170,75,1702.5,2340.935
1,21,135,45,1027.75,1233.298
0,23,170,74,1692.5,2031
1,28,157,45,1130.25,1356.302
0,22,163,110,2013.75,2416.498
0,23,168,67,1610,2213.756
1,20,157,42,1140.25,1368.302
0,18,165,47,1416.25,2195.185
0,28,170,53,1457.5,1749
0,27,163,45,1338.75,1606.498
1,58,160,78,1329,1594.8
0,24,165,119,2106.25,2527.502
0,23,178,73,1732.5,2079
0,29,173,51,1451.25,1741.502
1,23,163,50,1242.75,1491.298
1,27,165,100,1735.25,2082.298
1,23,163,91,1652.75,1983.298
1,18,145,72,1375.25,1650.302
0,23,163,49,1398.75,1678.498
1,18,163,45,1217.75,1461.298
1,41,145,101,1550.25,1860.302
0,24,170,58,1527.5,2100.31
1,22,173,80,1610.25,2214.095
0,21,165,104,1971.25,2710.469
1,18,155,83,1547.75,1857.298
1,30,160,45,1139,1366.8
1,24,155,63,1317.75,1581.298
0,26,168,89,1815,2178
0,17,168,55,1520,2888.003
1,22,152,75,1429,1714.8
0,25,168,117,2100,2520
0,29,165,97,1861.25,2233.502
0,23,165,65,1571.25,2435.437
0,23,157,45,1321.25,1585.502
1,49,157,45,1025.25,1230.302
1,27,168,45,1204,1444.8
1,16,160,60,1359,1630.8
0,22,165,63,1556.25,1867.502
1,55,142,110,1551.5,1861.8
0,30,165,107,1956.25,2347.502
1,47,160,105,1654,1984.8
0,17,168,70,1670,2296.25
0,29,165,98,1871.25,2245.502
0,37,165,102,1871.25,2245.502
1,22,135,71,1282.75,1539.298
1,25,155,87,1552.75,1863.298
1,22,130,57,1111.5,1722.819
1,39,152,63,1224,1683
0,25,180,65,1655,2565.248
1,22,160,60,1329,1594.8
0,35,173,55,1461.25,1753.502
0,22,180,81,1830,3477
0,20,173,68,1666.25,1999.502
0,39,152,92,1680,2016
0,25,168,65,1580,1896
0,15,165,78,1741.25,2089.502
0,18,163,43,1363.75,1636.498
1,22,160,70,1429,2715.099
0,34,163,99,1843.75,2212.498
0,23,180,63,1645,2549.756
0,23,170,65,1602.5,2203.44
0,23,165,75,1671.25,2005.502
1,50,163,49,1097.75,1317.298
0,22,173,75,1726.25,2675.69
0,24,165,88,1796.25,2155.502
0,22,180,98,2000,2750.003
1,22,168,150,2279,2734.8
0,23,175,56,1543.75,1852.498
1,23,157,45,1155.25,1386.302
0,22,170,76,1717.5,2061
0,25,178,132,2312.5,2775
0,48,173,55,1396.25,1675.502
0,43,155,87,1628.75,1954.498
1,22,142,54,1156.5,1387.8
0,23,165,49,1411.25,1693.502
0,33,173,105,1971.25,2365.502
1,36,142,92,1466.5,1759.8
1,23,165,57,1325.25,1590.302
1,29,142,92,1501.5,1801.8
0,21,168,69,1640,3116.003
0,22,165,53,1456.25,1747.502
0,47,157,67,1421.25,1705.502
1,22,160,42,1149,1378.8
1,23,163,58,1322.75,1587.298
1,35,142,73,1281.5,1537.8
0,22,168,80,1745,3315.505
0,40,173,54,1426.25,1711.502
0,22,165,55,1476.25,2029.837
1,39,163,49,1152.75,1383.298
0,33,163,99,1848.75,2218.498
0,36,168,85,1725,2975.628
0,23,175,98,1963.75,2700.157
0,27,168,50,1420,1704
1,21,157,58,1295.25,1554.302
0,22,165,78,1706.25,2047.502
0,23,173,80,1771.25,2435.466
0,21,183,70,1743.75,2092.498
0,22,188,98,2050,2460
0,32,163,99,1853.75,2224.498
1,18,163,50,1267.75,1521.298
1,27,137,72,1280.25,1536.302
0,23,175,60,1583.75,3009.124
0,19,180,86,1895,2274
0,50,155,88,1603.75,1924.498
